id,time,doppler_frequency,weight,IR_Sensor,label
b9f5ab13-ffef-4c68-8ea7-b6764d26f050,20:53:20,98.16,66.7,36,0
521a8e43-f188-44c2-837a-ea72ed4dbd70,7:29:41,97.54,75.46,112,0
2cf7206a-467d-4a1f-911d-246aca22af51,11:20:07,106.0,78.72,173,1
779b0dbe-bc97-4367-a1ef-584471c61a07,7:47:11,104.79,68.29,109,1
1a5c8147-50a6-41ff-9c43-02b714f87624,4:43:52,107.91,66.01,201,1
1f6782e6-26c3-439b-91b1-82b00d6e2f83,22:39:53,105.43,79.61,162,1
60f357a9-b358-42c1-8b3c-929419a6f5b4,7:47:01,102.28,72.1,50,1
11c8b923-bf64-4588-bae4-781d43fabe36,1:42:58,91.25,78.78,147,1
99275412-57cd-4365-a067-e8d573ce5324,5:34:28,103.5,82.4,9,0
c893da56-6ad3-4f1c-9c3e-1712c62146c2,11:31:04,97.32,81.1,88,1
d41820dc-5908-4040-95f3-858854d7f32e,0:49:12,97.69,69.98,84,0
ef23d6d5-8f49-4dbf-9398-79cbd2b5547a,19:24:55,94.8,82.31,53,1
8577fd87-eb9c-4e30-a95d-5edb4452ef84,4:42:34,98.35,70.72,75,1
780ecf35-1b17-4a78-8bf7-23eebcc4a579,2:35:28,107.39,72.8,187,1
bed7743b-3bfb-499b-9817-01ad892df9c9,4:29:01,104.5,80.35,23,0
5cea0f78-59bf-48d7-a431-5165205f8b94,22:49:12,102.52,84.55,212,1
33886ec8-bf7b-400d-9b5f-d40ae974b232,3:09:20,107.55,72.4,130,0
eee798cb-c997-4cf8-b6d0-c04bc6c84999,6:44:39,106.54,77.1,168,1
3df00336-887e-4d47-b703-81304aa3aca9,7:35:39,105.0,73.12,149,1
100af74f-2b1d-4de0-b4dc-8f6e6db61fec,17:57:22,97.95,76.06,104,0
f1e86cc7-e651-4e1e-890a-464b8750cada,18:39:46,95.11,74.22,103,1
743f04af-55c9-48ba-88a1-c50ad2adc297,16:52:00,95.33,68.97,58,1
d9c9ac13-ed7c-4ad1-813e-2f031d72a2d8,8:37:16,94.79,82.91,22,1
bce8fe23-38d0-4757-8fff-0a2363b4cdb7,9:38:40,99.57,82.7,246,1
b6d38742-f5d2-4716-9890-76ca7b922202,21:01:24,103.07,75.59,174,1
d211e61f-cf74-4962-aa0e-206ab6d226b5,3:32:29,112.69,70.73,49,0
2a3eabab-0a1a-4ae7-b4cb-9f5c32de2236,5:29:54,107.48,79.19,39,0
11d98a36-429e-4858-b813-de0b7f62b377,22:43:55,100.51,72.85,254,0
63350ddc-ad12-43e1-9dc3-19c550653dd7,1:28:48,101.89,78.02,116,0
7ccab827-c47c-4586-9102-40873e0a6a7e,6:58:51,97.4,75.01,115,0
5fb6c0b0-f7e1-472b-83f6-12607e157f25,5:27:41,94.76,70.48,224,0
036bfca2-f5e6-4140-a3c9-3559be09b6d7,14:04:01,102.11,70.97,187,1
bd3a70c9-dd28-4bd6-9d87-f51c693d6642,10:15:53,85.86,86.08,56,0
b98b9888-4134-4d09-bfaf-44facd9a4552,23:29:29,98.85,76.53,51,1
1839861b-f051-43f7-a34c-9794b8807d27,1:03:44,96.74,65.62,168,1
84893600-9772-492d-b2dd-15ed97d66593,2:44:27,100.95,72.19,120,0
6d773d5a-5554-46de-930d-064dbeac0ae6,8:38:47,94.32,71.32,116,0
6e11cd50-859e-4c03-aa0a-afd86ccbcde7,11:33:10,107.5,66.05,48,1
50ab4074-096b-4a16-98c0-8428cbaf05a3,3:46:26,100.9,72.26,114,1
7738a9ba-254b-41d5-a3e3-3e6259e22c91,22:12:40,113.44,71.51,158,1
41d3d11c-7395-4e82-b7f6-f7fc82f6b409,13:04:38,100.19,71.55,106,0
783e9d03-6f1b-4653-840d-9f14ed21a38b,1:46:34,102.74,63.99,186,1
49f6f64f-72a0-464b-9696-cc46c5b35a8a,7:58:10,111.55,70.81,216,1
49c063b6-33bd-46a2-8f48-0d15b8675eaa,20:22:08,104.82,73.09,44,1
e821054e-68d1-4399-83bf-190472c5eca5,5:41:23,97.68,79.84,34,1
82da1f3b-5d83-4337-bcd0-0335f43a6095,17:05:43,99.92,75.37,76,1
08bc607e-284a-4407-af18-a87f52f278a0,16:00:42,109.08,74.34,59,0
25861364-7161-4ba3-aae2-8cbdfd6df6c8,16:32:06,102.94,71.3,165,1
8c871f14-a7af-420a-9324-436c4ab053f4,19:02:40,97.07,75.09,228,1
c16d6716-d555-40c4-b5cc-a55cb5da133d,3:00:05,98.96,77.92,154,0
8246c0ab-bb3c-4098-94ce-69c41bc7ba8a,19:04:33,103.6,76.8,232,1
6e7fe9f5-cd59-48b8-af56-74038da2c7d5,2:30:43,94.66,72.11,214,1
ab7e596f-bfee-4531-9b98-30485a9dc89f,7:24:33,98.94,76.75,150,1
52eeb594-efcc-47a4-b370-a832dd02462c,21:35:47,103.16,81.55,142,0
032d920c-6ab4-4c5c-91b0-4efd3c7638f1,11:40:10,109.46,74.21,129,1
38e68ccf-667f-41dd-bd7a-88e4464f7fb7,1:58:28,104.26,71.81,3,0
74f0a0a1-0b13-46b0-ae75-e42c32deda1a,1:07:18,97.86,77.61,89,1
b16111d3-7515-4222-8720-21574c2636ae,12:06:47,95.8,70.17,34,1
408a1a5f-963d-42ec-954c-e659cef20a41,15:43:45,96.76,82.74,129,0
57b61c9c-4a45-4f4d-8ab6-a0efa27a5b17,1:09:05,101.67,72.94,219,0
10c3c7b8-725b-436e-adcf-b3f355a5e2e2,4:41:53,100.48,73.84,63,0
88ddd65a-02f0-4fe7-ba05-a23b95471dd8,20:35:31,95.95,71.22,217,0
96e89109-9663-4751-abbc-e38946e9fbf2,10:57:50,97.61,72.02,228,1
922ec3f8-206e-482b-8e24-abc4d6639a93,15:59:11,92.57,69.49,77,1
18d02d6a-ae59-4080-a751-c2e516b4f223,7:07:00,93.68,74.18,25,1
980550fc-d0c6-4a5f-9577-1e309bae6864,15:42:54,97.2,76.26,153,0
2041cd57-5ac6-4a7d-9223-bf6e4150bc70,8:50:02,108.86,69.47,212,1
9afa3678-a1ae-4137-8f4a-014c097b3972,4:10:16,94.17,77.12,224,0
3ce8dd2d-2960-40af-829c-a638749f6d83,14:13:18,97.16,75.63,22,0
3af81834-6dd5-45af-bedc-622dc83bb847,22:40:32,100.73,70.85,116,1
ce51d80e-dcaa-42df-a9ac-c21a2cfba5e9,11:35:31,98.24,84.31,43,0
9674a5bd-5d71-4cee-9791-f8ddc412a256,12:27:35,98.3,67.29,91,0
3ea8b4bb-c321-4000-bd2f-42e4583f41d8,7:32:45,108.56,71.54,118,0
25ef68c2-339c-4dc6-8924-cfb21100a2ab,14:09:07,103.0,69.34,61,1
c05fe3bf-5d61-4694-961c-a0a4989a8d0b,22:03:35,100.07,78.02,239,1
b9cd95a9-f97c-4c64-96ed-1bbdcd95707a,19:29:22,95.21,66.15,189,1
77927f3f-cef0-4326-9d68-4e6ca74772d9,6:38:21,100.44,79.77,76,1
d2930f0c-e9c8-40bc-9d53-cc88f42668e6,11:21:19,104.57,76.84,153,0
c2826512-2184-4bc1-963e-bd7076f7241c,8:07:49,99.91,76.74,154,1
fa685476-4e21-4142-9f6f-f3230dbb3e13,1:57:51,97.68,72.05,172,0
64fe9179-d457-4805-9d80-4d42e5cbf4db,10:35:14,93.23,70.22,62,1
28165f10-0b74-400e-a60a-ff3818187c12,10:37:52,91.45,81.6,37,1
f045b6d2-d55e-43f3-bd4c-8ee135513f5e,18:41:15,102.07,71.68,229,1
e4c8cea7-f408-4133-878a-f41116e583dc,5:10:59,95.52,77.98,31,1
5fb9d942-975d-4b8b-8205-c6664faaeb3b,7:38:46,83.69,70.94,55,1
99d446a7-88ca-4725-9cbc-f9c95575d274,22:50:22,102.24,67.18,253,0
5c5e9b61-3f57-4254-b2d3-fc515d6e759c,17:43:21,96.64,70.72,66,0
8251c929-593d-4dc1-9c84-6eef16f0753b,6:54:17,97.27,81.76,222,0
500f7ad5-5dd0-4710-9f11-65d337c2753d,20:04:20,108.97,66.29,218,1
0c43c60c-b643-4d9e-a510-ee518db66a28,3:01:12,95.71,71.07,29,1
f08fcbb6-8f1d-4121-b4ac-abdb2c5ac4db,18:55:43,91.76,83.75,191,0
af8e464a-acd6-4c6a-b34a-9d8f529009ee,4:06:49,101.24,70.61,240,0
39d3d76b-e7ec-4774-85d6-041a1b9b137a,3:26:29,102.68,81.48,185,0
e9f32655-b379-417b-9485-3f30dfff60d6,2:43:43,98.05,72.19,37,0
7bcc1318-b8db-4b74-ae13-c76887698397,16:54:42,109.65,83.57,157,1
c4a48c40-225a-4f80-ada1-9461c5ae7ae6,15:35:51,97.25,76.11,130,1
8d81883f-bdbc-4288-8ea2-867b5b9a4ae9,15:01:24,105.35,75.27,71,1
93ef1381-ed5b-4bd7-a9c2-b06d64ee2332,7:43:35,83.73,87.93,0,1
bf9c42c7-7494-468d-8e13-d067dd89b9c4,3:08:27,107.41,79.74,182,0
0e66130e-198d-4fe6-a313-1ce6d034c83b,3:27:49,102.48,74.79,188,0
a392e683-4804-41df-91c1-1637e3bc500a,15:47:35,90.56,69.3,135,1
94facfe5-10bf-44fe-9bae-f7da5cab2f48,22:11:38,108.56,84.45,186,1
34b1667d-e6b9-40df-9fd5-93e3e0d06470,18:54:33,90.46,84.28,178,1
74926ce5-c4ac-45e6-8160-e00ee4a3e271,16:56:33,104.9,67.83,135,0
229a37c4-77e1-41cf-acf3-d41e95eab036,10:47:50,85.95,79.75,174,1
42a8888b-78a8-4118-8fec-b42c0f1caed0,11:09:58,107.1,77.35,153,1
aab6a320-8f68-490e-99fc-5912e351e54c,11:47:11,96.67,80.82,95,0
905bb4cb-adc1-4e41-9621-aef8d23c19be,1:20:32,102.15,73.05,33,0
bd67f76c-304c-4d4d-884b-a2c9bed8f1dc,22:23:21,98.67,73.03,76,0
89b2baf2-dd93-4645-8c81-86c61a2fd68c,1:46:23,112.78,81.15,245,0
2edce834-a3c3-4c24-8183-f14f1b00a530,19:00:43,90.86,77.62,255,0
3789acd3-ee18-4499-8ca2-421a9e6268e2,18:24:08,89.44,68.45,148,0
0237e2e8-8d0b-4d0e-976b-21d4e694214f,13:01:08,91.72,75.42,79,0
3de56278-9f62-4987-978b-4aa10803ab2d,1:43:16,99.67,75.55,243,1
685c5cbb-b748-436c-8218-6e9fc7a53f7e,20:05:54,99.62,82.67,231,1
c4d274f6-6be1-4841-bb3d-821b51e24563,4:26:23,104.64,71.27,71,0
f9d1790c-124a-4134-805b-a2b5f8b9bf96,9:07:09,97.0,79.46,21,1
3eb190a0-0efd-4c65-871c-6df5c775c82f,22:50:34,107.96,74.74,28,1
55477227-ab2b-4f23-ac07-d347980c211a,17:35:02,102.36,72.33,14,1
b523e294-b45e-464a-81b0-a02aaf166437,13:45:12,102.85,77.43,37,1
a864d59b-dbc1-4c63-b698-973cb4d2479a,9:42:05,91.05,85.18,126,0
29c12b34-2fec-488a-9ce7-c79395347679,15:31:55,97.94,76.65,222,0
bfd712e5-a33d-4cec-a222-e8b20c76d193,8:47:44,95.44,77.41,32,0
79348058-2e78-4c97-8614-9c1e1822268f,6:18:56,100.99,78.09,192,0
5ab1849a-8221-421b-aabf-4ecfb7a34257,8:09:31,99.53,71.9,222,1
e603ff5d-8b5a-4596-8bf9-33220857f045,6:34:31,98.17,70.27,144,0
4feca69e-97bd-498a-a163-47848148c4f8,10:35:46,95.4,70.31,251,1
66d8f74d-a434-4ede-8663-1d0078475692,5:45:10,107.03,71.15,221,0
c030afc4-cb1b-46d9-88ea-1feca25c2b99,0:03:45,101.38,76.37,1,1
aec2b336-b83f-46d2-8227-91a0e3d679d1,9:54:56,107.42,73.9,147,0
9903b51c-483d-4585-9649-37f348efcb04,18:47:24,103.11,68.77,255,1
9ffcb85c-c979-4d6e-acd0-cdd13eea148d,0:44:53,98.85,86.81,125,1
9dffec74-99df-40d8-997f-81bc5ac370ee,8:11:19,118.59,72.51,5,1
0cc9c9f1-335e-42be-86ea-f97d9e103be6,9:51:20,112.25,73.56,93,0
8136da57-bf05-41a4-a98a-f34523bcfa1d,13:20:55,101.27,83.55,195,0
a7514f26-a58a-4d9c-afe9-44f31c6dbd40,22:15:33,93.95,76.82,252,1
ca07abd6-c1e5-4db7-8442-364fb9f03b3c,0:39:26,100.26,79.17,140,0
2959c6f9-596c-44a5-bbd1-7a4bafd97bb8,3:01:17,96.33,74.37,203,1
c4ce7e50-ee23-4bbf-b180-217643af5e7d,1:58:37,104.35,76.26,0,0
40a92920-3f44-4a2c-bae3-cdb3316b19ea,13:57:55,109.3,76.58,98,1
a7c5426e-2b7f-4a11-bf0e-17dc3446cf28,7:11:23,90.11,81.08,177,1
9d7c61fc-e78a-4471-b0a2-ba7f366f2bc1,12:41:57,100.89,78.82,116,0
18156003-be55-49a9-b755-bc473643de8e,13:13:33,101.92,68.2,249,1
cd19a2d8-efd4-42cc-abad-e275dc34aedd,0:35:18,104.3,78.74,128,0
0fccc395-7d86-4286-b7a4-fc8272337f9d,21:24:49,88.77,77.4,66,1
8b79037e-5535-4779-90e7-47fa96a2511a,1:30:29,98.65,77.95,189,0
58a4767b-2cd6-4fdd-bf74-57de44a45a45,11:27:22,95.48,75.76,238,1
f641e69f-46c7-450a-be80-e07866136e5a,10:02:44,94.58,86.05,72,1
3536cb17-44a4-4995-be0d-2dc347c138b6,21:57:59,95.32,73.39,226,1
c7cc837f-53a8-4b34-ad8c-00134e589031,12:02:57,96.52,68.51,115,1
5159dc54-8fdc-4239-b4bc-c936c3ee4c04,9:24:24,101.33,70.93,37,1
af09abe3-8893-43c5-9bee-e55436446e52,5:40:21,92.57,70.81,253,0
f6c5f1b9-6e5f-4da3-ad47-7555b0d370bd,9:42:55,104.3,71.56,231,0
f5dd9b22-619b-4a83-bbd2-82a78ac66262,3:00:37,105.38,76.97,0,1
8f1cd61a-43a1-4c85-9343-55c80570f75a,21:45:56,104.53,76.76,146,0
7729bab8-5d93-4d38-ae1c-c62443f0ef4f,18:29:57,111.46,75.26,55,1
58419770-2836-42d9-be56-e46277572ba3,18:16:21,100.72,76.59,100,1
78e262f8-77b2-4366-bde1-7379f9976bfc,21:11:47,99.2,73.92,67,0
88688f39-a33f-49fc-829b-7d4699241236,2:22:09,96.22,74.47,226,1
7300d5d3-765f-4380-8ada-2f4b33b36135,3:12:37,93.96,69.14,67,0
955cb89c-870e-442a-bd98-61d358c8ad1e,1:36:41,97.19,74.0,58,1
f2025298-6e27-4665-b969-277cf6b78118,23:02:34,96.13,68.97,224,0
12d492e7-7381-4325-ac09-e952239ead03,23:48:28,96.08,68.74,104,0
05992d99-7a77-419f-b593-a9a0e354e508,16:14:52,93.03,76.63,15,1
4c6e1db9-9a76-46c0-8b43-21ecd9446f86,16:24:56,100.79,75.51,142,0
37dca96f-c850-4ba1-b353-4287fc8e4114,8:30:52,94.14,79.48,140,0
afb91730-324f-42e2-9918-b89b89fbb0f7,8:53:05,94.89,67.93,73,1
3c6750a0-9121-4f7e-8871-7ff84eab89f0,18:45:23,86.83,76.53,202,1
8d0e3dde-5017-4474-9258-24c59291e37d,15:11:21,110.16,76.97,95,1
e4c83ff1-d942-414d-810d-f4adc2469dc4,14:48:30,94.79,78.91,154,0
305f15d8-63b6-410b-8c7f-d2cc09b9ad5b,19:08:37,101.56,72.65,78,0
07473939-2093-4f90-8072-904f854e5ef0,6:06:29,94.95,70.04,67,1
c07784d4-9f52-4a63-a913-ddb54b1c5f0e,23:43:05,93.5,80.25,187,0
9fd9f467-9bd8-4557-9552-4ec9646094b1,17:04:40,95.31,79.63,220,1
e432bce1-d5df-440b-a2a9-f8bd0d99ae8f,3:09:29,97.96,72.59,181,1
26e87c54-4085-4d31-bf05-d642d8673f9d,10:55:52,100.68,67.05,161,1
a83eb617-86b8-4a40-afba-f7139c79d56f,3:12:07,103.53,64.13,74,1
0b645efd-c0ac-4153-9c10-7e6eed3dbf42,19:43:22,94.09,72.97,33,0
e4cb534d-ce49-47dd-93b9-2d36dcb70aa4,16:51:29,114.92,81.65,167,0
a70ca741-b1b8-4cdd-9de2-e5ef83bd182c,16:37:56,107.12,71.25,27,0
7470550f-cad9-4d21-9eb3-e35c387b9364,13:19:26,99.92,79.98,82,0
e1e41991-66bc-4a34-abbd-9020abdfcf5b,1:37:06,101.42,78.08,69,1
96b43fb9-cbd6-49c8-a6bd-ba758275a655,1:18:58,101.59,84.77,97,0
bbb81bb7-4fc8-4c2d-8cef-9057035e95b2,17:53:57,103.82,71.23,2,1
b37a3529-1300-465a-96cc-ff24a546c606,14:56:24,90.06,79.83,204,0
3b61ee69-7d8a-43a0-afff-a91d39791ccc,17:12:39,98.02,77.47,199,1
e5833cf5-7df9-4e89-b640-8825667905a9,1:13:54,92.7,76.1,108,1
e0296bea-8b1c-43d4-80e7-bf18b102a961,12:26:21,102.95,73.64,172,0
1cad2c90-014d-4755-9af8-675434fab193,2:14:04,101.53,70.59,189,1
60008b85-049e-4aa1-b9ec-b55377e08950,23:52:49,107.19,68.13,249,1
43d305cb-f436-4aab-9687-7f65fceccb58,15:35:06,111.81,75.27,209,0
7b266414-e11d-44d3-a6da-aff481e158b7,18:29:17,104.63,85.73,98,0
50f29ad8-a754-42a6-b53d-bc5fd2eae498,6:34:47,86.95,85.28,39,0
b56fc987-787e-4f0e-a9d0-b4b066d72588,7:46:27,112.58,82.39,49,0
7916aa26-03f8-4ee7-b4a0-f01bd61ae130,12:14:41,100.84,68.64,18,1
e7c77d91-329f-4ffa-8ca3-293dfdcc39b8,16:30:58,99.31,84.6,81,1
62fdeeb9-ab51-49ac-ab11-ddf787c63b31,4:25:03,84.53,73.35,140,1
3c4970e5-9b78-45db-ba7f-760f19da0f54,20:52:40,95.98,83.98,10,0
999e711b-7a43-45a7-9e5a-1d34509d1802,18:00:22,95.75,69.91,56,0
5f83f710-e79f-486e-942b-24908238f277,12:11:16,91.23,69.35,93,0
7f0322dc-baeb-4bd6-b2f0-c1e2ff15808e,4:44:37,98.54,72.5,115,1
8e6c03b0-fd22-4ada-afeb-7b2dc20e137a,19:16:59,98.34,74.76,182,1
d6315d04-6536-4f00-a662-1d83fcc0dd83,14:30:57,103.62,75.57,172,1
3c67fce6-b7f4-4700-9bc2-ec9f22b8bce8,0:56:58,94.37,72.33,52,0
678550a1-4682-4709-b3b9-55d968fa62dd,7:39:28,94.0,71.43,115,1
54bab54b-1f85-4388-aeed-aa505134b92e,8:48:03,116.1,81.97,225,0
b781a73d-113d-40ef-aa8b-5db550829996,19:50:31,96.86,73.47,158,0
e494bcda-cda1-435f-944d-cf271c8983f1,12:44:23,98.13,73.26,134,0
fb453c50-1178-4d0b-a3c3-609771d4537c,15:54:25,91.93,75.62,244,0
8fda79e3-3afd-416d-9ca4-a710b84a77dd,5:02:26,100.18,77.95,253,1
5b44684a-d0be-4372-b903-dac975e00951,21:56:46,91.23,78.67,252,0
5d7d8ba5-741a-4188-8798-bfb45ede3232,19:31:19,104.36,72.19,104,0
6378c94b-d61b-418a-a5d7-2ab7e8336c19,2:38:00,108.83,82.29,109,1
78eeb9a1-63f2-4d3b-9d52-5985db3c15d4,7:09:51,99.71,65.24,79,1
24a691b0-27da-4665-be0d-0b1a7e833d6b,7:33:05,91.6,71.19,115,1
